timestamp,file_pdf,file_output,status,keterangan,n_pages,char_mentah,char_bersih,rasio_char,jumlah_token
2026-06-26 20:47:58,9821_K_PID.SUS_2025.pdf,case_141.txt,TERSIMPAN_OK,"LULUS — 18,592 karakter, rasio 96.9%, 7/9 marker",11,19182,18592,0.9692,2439
2026-06-26 20:47:59,9822_K_PID.SUS_2025.pdf,case_142.txt,TERSIMPAN_OK,"LULUS — 12,194 karakter, rasio 97.0%, 9/9 marker",7,12569,12194,0.9702,1602
2026-06-26 20:48:00,9823_K_PID.SUS_2025.pdf,case_143.txt,TERSIMPAN_OK,"LULUS — 21,885 karakter, rasio 97.0%, 6/9 marker",12,22552,21885,0.9704,2916
2026-06-26 20:48:01,9824_K_PID.SUS_2025.pdf,case_144.txt,TERSIMPAN_OK,"LULUS — 15,882 karakter, rasio 96.9%, 9/9 marker",9,16394,15882,0.9688,2185
2026-06-26 20:48:02,983_K_PID.SUS_2026.pdf,case_145.txt,TERSIMPAN_OK,"LULUS — 26,707 karakter, rasio 97.4%, 7/9 marker",14,27413,26707,0.9742,3635
2026-06-26 20:48:03,984_K_PID.SUS_2026.pdf,case_146.txt,TERSIMPAN_OK,"LULUS — 22,612 karakter, rasio 97.3%, 7/9 marker",13,23249,22612,0.9726,3018
2026-06-26 20:48:04,9876_K_PID.SUS_2025.pdf,case_147.txt,TERSIMPAN_OK,"LULUS — 22,870 karakter, rasio 97.1%, 7/9 marker",13,23554,22870,0.971,2990
2026-06-26 20:48:05,9877_K_PID.SUS_2025.pdf,case_148.txt,TERSIMPAN_OK,"LULUS — 12,021 karakter, rasio 96.8%, 7/9 marker",7,12416,12021,0.9682,1569
2026-06-26 20:48:06,9925_K_PID.SUS_2025.pdf,case_149.txt,TERSIMPAN_OK,"LULUS — 16,202 karakter, rasio 97.3%, 6/9 marker",9,16656,16202,0.9727,2092
2026-06-26 20:48:07,993_K_PID.SUS_2026.pdf,case_150.txt,TERSIMPAN_OK,"LULUS — 18,829 karakter, rasio 96.8%, 9/9 marker",11,19446,18829,0.9683,2497
